fips,feat,event_name,event_date,event_date_centered,target_before,target_diff_actual,target_diff_expected,intervention_effect,intervention_percent,neighbor_count,matched_diff_avg,matched_diff_std,change_in_stddevs,significant,cfips,mmwr_week,pblack,pfem,p65old,phisp,unemployment_rate_2018,ses,year,time,nw_var_2019,svar,lnurban,repvshare,ses3,anx_z,dep_z,ang_z
12009,Anxiety,First Covid Case,2020-03-17,2020-03-15,0.5767690953166908,0.19698471097285974,0.879692008508925,-0.10593820221937444,-12.04,6,0.30292291319223413,0.098989230647837,-1.2007011502196725,False,12009,34.0,11.790023803710938,51.07780838012695,10.964096069335938,9.16286563873291,3.5,1.0888879299163818,2019.5047619047618,0.9965776889629308,0.00028174271574243903,-0.2668980360031128,2.0677096843719482,57.622989654541016,3,0.017606680779274377,0.05808065617235289,0.04422295499382363
12009,Depression,First Covid Case,2020-03-17,2020-03-15,0.2518012483105757,0.3758241476166023,0.5699707248488233,0.05765467107835476,10.12,6,0.3181694765382476,0.06880526582294172,0.7360493838719246,False,12009,34.0,11.790023803710938,51.07780838012695,10.964096069335938,9.16286563873291,3.5,1.0888879299163818,2019.5047619047618,0.9965776889629308,0.00028174271574243903,-0.2668980360031128,2.0677096843719482,57.622989654541016,3,0.017606680779274377,0.05808065617235289,0.04422295499382363
39049,Anxiety,First Covid Case,2020-03-14,2020-03-08,0.24119872427246847,0.5357731787215934,0.605538807394451,0.17143309559961084,28.31,9,0.3643400831219825,0.2618969827115181,1.21838329611012,False,39049,31.0,24.38142204284668,51.262229919433594,5.388940334320068,5.128777027130127,3.800000000000007,0.7700989842414856,2019.5047619047618,0.9965776889629308,1.1136597394943237,0.89656662940979,3.903514862060547,33.499000549316406,3,-0.0906692734963837,-0.054698591169324656,-0.09526266245659264
39049,Depression,First Covid Case,2020-03-14,2020-03-08,0.15835345978793888,0.30283199280255046,0.43362018137763514,0.027565271212854237,6.36,9,0.2752667215896963,0.13563931364902487,0.4033340715166063,False,39049,31.0,24.38142204284668,51.262229919433594,5.388940334320068,5.128777027130127,3.800000000000007,0.7700989842414856,2019.5047619047618,0.9965776889629308,1.1136597394943237,0.89656662940979,3.903514862060547,33.499000549316406,3,-0.0906692734963837,-0.054698591169324656,-0.09526266245659264
48451,Anxiety,First Covid Case,2020-03-25,2020-03-22,0.5574122125380232,0.2701575802257593,0.5881879249974451,0.2393818677663374,40.7,6,0.030775712459421956,0.16463939794071752,2.8557602020993347,False,48451,15.0,5.262057781219482,50.62014389038086,7.203875541687012,37.76360321044922,3.1999999999999935,0.2863887846469879,2019.5047619047618,0.9965776889629308,0.00039354778709821403,-0.001741471467539668,0.49061962962150574,71.4731216430664,2,0.30637945496211094,0.1251248460676011,0.251655824309481
48451,Depression,First Covid Case,2020-03-25,2020-03-22,0.4232473306123319,0.44666149546684986,0.6049902303550937,0.26491859572408805,43.79,6,0.18174289974276184,0.16820025063961078,2.862676962713876,False,48451,15.0,5.262057781219482,50.62014389038086,7.203875541687012,37.76360321044922,3.1999999999999935,0.2863887846469879,2019.5047619047618,0.9965776889629308,0.00039354778709821403,-0.001741471467539668,0.49061962962150574,71.4731216430664,2,0.30637945496211094,0.1251248460676011,0.251655824309481
40143,Anxiety,First Covid Case,2020-03-06,2020-03-01,0.34299557613096904,0.34323803645716616,0.7080061460758273,-0.021772533487692147,-3.08,4,0.3650105699448583,0.04991825598246315,-0.2082292678651184,False,40143,28.0,12.590463638305664,51.20853805541992,6.463612079620361,11.806350708007812,3.3000000000000065,0.7262732982635498,2019.5047619047618,0.9965776889629308,0.019047338515520096,-0.0014794805319979787,3.1536710262298584,56.46284866333008,3,-0.03920659385108766,0.03796451881394854,-0.04337505145480723
40143,Depression,First Covid Case,2020-03-06,2020-03-01,0.19423437292979,0.12118973426627061,0.46141257253951,-0.1459884653434494,-31.64,4,0.26717819960972,0.07012788028874026,-2.316431073891006,True,40143,28.0,12.590463638305664,51.20853805541992,6.463612079620361,11.806350708007812,3.3000000000000065,0.7262732982635498,2019.5047619047618,0.9965776889629308,0.019047338515520096,-0.0014794805319979787,3.1536710262298584,56.46284866333008,3,-0.03920659385108766,0.03796451881394854,-0.04337505145480723
48439,Anxiety,First Covid Case,2020-03-10,2020-03-08,0.40351598180332077,0.16787407790250336,0.6663965198526598,-0.09500646014683567,-14.26,4,0.2628805380493391,0.060323103533976845,-1.0631200795754094,False,48439,51.0,17.166479110717773,51.017452239990234,4.971466541290283,27.745214462280273,3.5,0.7254642248153687,2019.5047619047618,0.9965776889629308,0.20168437063694,0.33196622133255005,3.854295492172241,49.088592529296875,3,-0.03785818652804231,-0.1039269931747445,-0.038061669938975855
48439,Depression,First Covid Case,2020-03-10,2020-03-08,0.16625334692841265,0.18187362793893214,0.4451498637934642,-0.09702288892611943,-21.8,4,0.27889651686505157,0.15129264213020785,-0.6820275629396751,False,48439,51.0,17.166479110717773,51.017452239990234,4.971466541290283,27.745214462280273,3.5,0.7254642248153687,2019.5047619047618,0.9965776889629308,0.20168437063694,0.33196622133255005,3.854295492172241,49.088592529296875,3,-0.03785818652804231,-0.1039269931747445,-0.038061669938975855
42045,Anxiety,First Covid Case,2020-03-06,2020-03-01,0.20252711919957408,0.4696639125294918,0.5141755936706348,0.1580154380584311,30.73,7,0.3116484744710607,0.18926853716181302,1.6420248918240545,False,42045,44.0,22.230751037597656,51.982723236083984,7.504036903381348,3.355884075164795,4.0,1.0933583974838257,2019.5047619047618,0.9965776889629308,4.023507118225098,6.21912145614624,4.170483589172363,36.145408630371094,3,-0.05240027830448179,0.02784570987291989,0.0889816078928388
42045,Depression,First Covid Case,2020-03-06,2020-03-01,0.15192667281098055,0.4026650707064893,0.46034637612429896,0.09424536739317091,20.47,6,0.3084197033133184,0.17271016214697849,0.5462311834423256,False,42045,44.0,22.230751037597656,51.982723236083984,7.504036903381348,3.355884075164795,4.0,1.0933583974838257,2019.5047619047618,0.9965776889629308,4.023507118225098,6.21912145614624,4.170483589172363,36.145408630371094,3,-0.05240027830448179,0.02784570987291989,0.0889816078928388
25017,Anxiety,First Covid Case,2020-03-05,2020-03-01,0.11714218442585583,0.705799960197927,0.4862130980355054,0.3367290465882775,69.26,5,0.36907091360964955,0.14128011316850445,5.184696703637987,True,25017,7.0,6.324033260345459,51.22616958618164,6.976332664489746,7.308292388916016,2.6999999999999944,1.9327993392944336,2019.5047619047618,0.9965776889629308,0.5038071870803833,0.634084939956665,3.698580265045166,26.106491088867188,3,-0.24983066942271157,-0.19751554987881156,-0.3972390757208424
25017,Depression,First Covid Case,2020-03-05,2020-03-01,0.1706707468625736,0.17596081143997327,0.3523633955814152,-0.005731837278868335,-1.63,5,0.1816926487188416,0.16779761402789942,-0.04126364179012607,False,25017,7.0,6.324033260345459,51.22616958618164,6.976332664489746,7.308292388916016,2.6999999999999944,1.9327993392944336,2019.5047619047618,0.9965776889629308,0.5038071870803833,0.634084939956665,3.698580265045166,26.106491088867188,3,-0.24983066942271157,-0.19751554987881156,-0.3972390757208424
41043,Anxiety,First Covid Case,2020-03-11,2020-03-08,0.5150454138079849,0.09856380532997366,1.046791092408587,-0.4331818732706285,-41.38,3,0.5317456786006022,0.1895111372961049,-4.44512077835226,True,41043,49.0,1.1855137348175049,50.59745407104492,8.399131774902344,8.389999389648438,4.699999999999992,0.17542144656181335,2019.5047619047618,0.9965776889629308,0.0006133182323537767,0.0005490740877576172,0.1334010362625122,59.865089416503906,2,0.10877323427962654,0.18800871276374284,-0.0017230880513255085
41043,Depression,First Covid Case,2020-03-11,2020-03-08,0.24268359687412774,0.2842836937677403,0.6251908974824733,-0.09822360684060516,-15.71,3,0.38250730060834554,0.23330322743124915,-0.6686253357990546,False,41043,49.0,1.1855137348175049,50.59745407104492,8.399131774902344,8.389999389648438,4.699999999999992,0.17542144656181335,2019.5047619047618,0.9965776889629308,0.0006133182323537767,0.0005490740877576172,0.1334010362625122,59.865089416503906,2,0.10877323427962654,0.18800871276374284,-0.0017230880513255085
45013,Anxiety,First Covid Case,2020-03-14,2020-03-08,0.6888287293542211,0.15260451046100543,1.291189460251486,-0.4497562204362594,-34.83,3,0.6023607308972647,0.12982276503605555,-16.326900591452507,True,45013,3.0,20.18221664428711,50.75094223022461,11.742416381835938,11.500326156616211,3.1999999999999935,0.7623972296714783,2019.5047619047618,0.9965776889629308,2.4861464500427246,-1.4106179475784302,1.4167085886001587,54.37113571166992,3,-0.09856331356845441,-0.08636941013502933,0.005577141598665288
45013,Depression,First Covid Case,2020-03-14,2020-03-08,0.5849875152636578,0.0991428152464332,1.133423707407714,-0.44929337689762305,-39.64,3,0.5484361921440563,0.03508544525219185,-4.530451998763394,True,45013,3.0,20.18221664428711,50.75094223022461,11.742416381835938,11.500326156616211,3.1999999999999935,0.7623972296714783,2019.5047619047618,0.9965776889629308,2.4861464500427246,-1.4106179475784302,1.4167085886001587,54.37113571166992,3,-0.09856331356845441,-0.08636941013502933,0.005577141598665288
13089,Anxiety,First Covid Case,2020-03-09,2020-03-08,0.3682174819057266,0.19976603764896966,0.7723822104769178,-0.20439869092222152,-26.46,8,0.40416472857119123,0.21466981844008645,-1.709787380470031,False,13089,33.0,56.275264739990234,52.4158821105957,5.194506645202637,9.013177871704102,4.0,1.1176246404647827,2019.5047619047618,0.9965776889629308,3.957127571105957,-0.2068507969379425,4.068248271942139,15.742279052734375,3,-0.13177964680417928,-0.07666908328177496,0.12724229217939345
13089,Depression,First Covid Case,2020-03-09,2020-03-08,0.2747450823376281,0.2464478792722617,0.6041594960642227,-0.08296653445433289,-13.73,8,0.32941441372659463,0.14712348397329855,-0.77969505014104,False,13089,33.0,56.275264739990234,52.4158821105957,5.194506645202637,9.013177871704102,4.0,1.1176246404647827,2019.5047619047618,0.9965776889629308,3.957127571105957,-0.2068507969379425,4.068248271942139,15.742279052734375,3,-0.13177964680417928,-0.07666908328177496,0.12724229217939345
19163,Anxiety,First Covid Case,2020-03-22,2020-03-15,0.4888615848666239,0.1894007703215138,0.6385599232360193,0.03970243195211842,6.22,1,0.1496983383693954,0.0,inf,True,19163,9.0,9.333874702453613,50.9730339050293,7.150232791900635,6.168905258178711,3.0,0.7062481045722961,2019.5047619047618,0.9965776889629308,0.1820985972881317,0.18771162629127502,2.0738320350646973,47.47135543823242,3,-0.14014806042292288,0.02213889505448086,-0.10785950610103706
19163,Depression,First Covid Case,2020-03-22,2020-03-15,0.5178185991138147,0.23041705687779757,0.791991930028745,-0.04375627403713278,-5.52,1,0.27417333091493035,0.0,-inf,True,19163,9.0,9.333874702453613,50.9730339050293,7.150232791900635,6.168905258178711,3.0,0.7062481045722961,2019.5047619047618,0.9965776889629308,0.1820985972881317,0.18771162629127502,2.0738320350646973,47.47135543823242,3,-0.14014806042292288,0.02213889505448086,-0.10785950610103706
24005,Anxiety,First Covid Case,2020-03-11,2020-03-08,0.5132131541670861,0.09889530749001008,0.8548997343556937,-0.24279127269859746,-28.4,6,0.3416865801886075,0.13518698739752708,-1.5739274287786138,False,24005,38.0,29.1009578704834,52.660762786865234,7.794541358947754,4.787553787231445,4.0,0.934040904045105,2019.5047619047618,0.9965776889629308,0.00889766588807106,-0.4701196551322937,3.2738687992095947,35.235172271728516,3,-0.08713817996876536,-0.021360281537774774,-0.05082655818689437
24005,Depression,First Covid Case,2020-03-11,2020-03-08,0.28597580117974275,0.28966611057969904,0.5549771505116694,0.02066476124777239,3.72,6,0.2690013493319266,0.053080084186910216,0.22592078821523257,False,24005,38.0,29.1009578704834,52.660762786865234,7.794541358947754,4.787553787231445,4.0,0.934040904045105,2019.5047619047618,0.9965776889629308,0.00889766588807106,-0.4701196551322937,3.2738687992095947,35.235172271728516,3,-0.08713817996876536,-0.021360281537774774,-0.05082655818689437
